,UG_depth,UG_rz,UG_cx,UG_sx,UG_x,LT_depth,LT_rz,LT_cx,LT_sx,LT_x
943,26319,11515,19446,6869,1211,6918,4199,4761,1226,237
944,24086,11080,16414,6522,1370,358,191,242,38,14
945,27419,12501,19413,7325,1429,3469,2068,3015,362,70
946,24129,11069,17315,6600,1193,2014,1224,1528,290,37
947,23928,9606,18277,5357,983,5468,3286,3883,821,190
948,27180,12626,18635,7310,1615,1227,709,901,158,44
949,24819,10805,18297,6036,1157,4490,2648,3435,554,110
950,25158,11570,17647,6553,1374,3061,1817,2064,510,80
951,22742,9358,17547,5241,974,6565,3953,4777,1030,224
952,23853,10350,16840,6034,1280,783,462,506,114,33
953,24387,11378,17684,6866,1159,4257,2619,2853,662,177
954,25462,11976,17295,7107,1374,2331,1349,1841,226,57
955,24316,10513,17684,5718,1217,5249,3043,4408,382,88
956,20443,7352,16611,4375,736,1826,1075,1149,341,75
957,24499,9991,19144,5309,1170,5275,3212,3502,921,196
958,24975,10760,18301,6469,1154,3510,2096,2381,602,104
959,25993,12019,18192,6426,1518,6801,4039,4907,942,194
960,27167,12638,17538,7293,1763,60,35,27,10,6
961,24417,10877,17984,5870,1161,2917,1746,2396,166,59
962,25689,11197,18263,6499,1327,1453,885,1214,93,29
963,27293,12452,19461,7160,1373,4451,2667,4035,317,60
964,26006,10275,19252,6110,1204,733,431,812,22,17
965,26762,12224,19273,7049,1341,3888,2251,3389,289,83
966,28125,13041,19568,7724,1542,2156,1257,2114,74,32
967,26382,11540,19703,6849,1168,5660,3381,4627,614,75
968,26278,10519,19810,6280,1244,491,293,336,74,28
969,25528,11314,18576,6373,1216,3822,2381,2793,556,154
970,25386,10432,18788,5896,1261,2013,1160,1700,170,43
971,24261,10763,17598,5966,1176,5679,3444,4002,826,192
972,23396,9543,17687,5686,1060,1483,896,948,266,75
973,24800,11008,17971,6398,1126,4073,2430,3567,270,77
974,24097,10322,18175,6127,1053,3092,1845,2201,470,85
975,24284,10367,18683,5745,1066,6109,3607,4914,662,159
976,26859,11719,19004,6806,1519,280,170,184,42,16
977,25845,11953,18205,7177,1234,3025,1781,3202,106,47
978,27337,12580,18581,7106,1600,1974,1217,1354,318,53
979,24093,9816,18953,5968,879,4949,2943,4044,490,101
980,22609,8278,18151,4806,944,1138,645,849,126,43
981,27538,12838,19303,8084,1315,3907,2279,3564,214,66
982,26696,11475,19274,6953,1258,2597,1490,2105,210,45
983,26827,12597,18561,7111,1405,6518,3942,4558,1110,199
984,27087,11542,19620,6999,1355,706,384,521,74,28
985,25618,12046,18222,6730,1364,4181,2535,2961,610,167
986,26287,11183,19027,6588,1286,2111,1244,1915,145,41
987,29185,14393,19326,8274,1710,5515,3306,4421,622,100
988,25366,10811,18197,6248,1311,1546,928,1135,206,60
989,24780,10766,18351,6457,1081,4526,2645,3787,378,102
990,24237,10583,17484,6277,1132,3464,2053,2351,586,107
991,28833,14003,19193,8301,1587,6446,3744,5092,706,127
992,25530,10382,18548,6146,1321,164,89,92,26,8
993,27260,13121,18155,7725,1457,2997,1817,2472,190,59
994,27985,13110,19646,7599,1562,1595,944,1366,110,30
995,26299,12306,18080,6833,1379,4736,2833,4217,430,51
996,24205,10391,18260,6167,1166,929,551,740,90,29
997,22843,9398,17778,5198,952,4312,2562,3389,574,138
998,24941,11204,17986,6442,1280,2492,1450,2112,226,44
999,27480,13309,18894,7619,1498,5570,3330,4692,546,93
1000,26969,11823,18845,6990,1435,577,326,433,62,18
1001,27531,12110,19793,6911,1384,4054,2465,2847,598,160
1002,25084,10850,18828,6171,1262,2319,1358,1782,326,61
1003,27213,11604,20813,6653,1222,5085,2952,4376,362,78
1004,22504,9277,16682,5625,965,1498,883,1070,214,57
1005,27287,12273,19419,6831,1421,5095,3104,3564,834,205
1006,27451,12669,19285,7575,1439,3218,1942,2379,510,95
1007,26072,11812,18643,6691,1301,6753,4043,4813,1022,200
1008,25592,11616,17592,6929,1421,398,217,266,54,15
1009,25099,10483,19166,6429,1009,3185,1899,3013,186,46
1010,27678,12857,19310,7748,1419,2100,1269,1441,330,64
1011,25273,10260,19493,5729,1043,5239,3089,4072,598,99
1012,27045,12451,18911,7340,1473,1086,627,943,78,19
1013,27764,12164,19877,6663,1448,4625,2792,3415,634,160
1014,29419,14711,19525,8976,1637,2738,1582,2196,258,46
1015,26371,12260,18648,6976,1406,6448,3861,4555,986,236
1016,27403,11485,19475,6879,1468,778,436,575,82,21
1017,27446,12371,19294,6796,1457,4296,2626,2888,662,173
1018,27181,12051,18957,6890,1492,2179,1261,1996,130,36
1019,28169,13339,19627,8062,1408,5674,3377,4444,650,160
1020,25317,10293,18780,5917,1244,1803,1060,1228,286,77
1021,26299,11695,18670,6584,1310,4985,2897,3712,590,114
1022,26466,11216,19204,6532,1308,3457,2059,2441,534,109
1023,26754,12803,18581,7120,1486,6901,4143,4984,1050,214
